Well_ID,Basin,Well_Type,Phase,Depth_From_m,Depth_To_m,Meterage_Drilled_m,Duration_Hours,NPT_Hours,ROP_m_per_hr,Mud_Weight_ppg,Formation,Formation_Hardness,Equipment_Failures,Weather_Severity,Daily_Rig_Rate_USD,Materials_Cost_USD,Service_Cost_USD,Total_Cost_USD
W0059,Marcellus,Development,Casing,0,0,0,5.99,0.99,0.0,9.31,Limestone,8,0,6,23809,17916,28587,53427.45
W0059,Marcellus,Development,Casing,0,0,0,8.78,0.0,0.0,9.78,Limestone,9,0,1,23286,41334,1203,51055.79
W0059,Marcellus,Development,Logging,0,0,0,19.42,0.49,0.0,13.94,Limestone,8,0,4,33648,13167,5966,47046.82
W0059,Marcellus,Development,Tripping,0,0,0,10.64,4.45,0.0,8.66,Limestone,5,1,3,39753,35450,1996,62440.7
W0059,Marcellus,Development,Setup,0,0,0,8.56,0.42,0.0,10.1,Shale,5,0,8,35729,15852,3328,32548.6
W0059,Marcellus,Development,Logging,0,0,0,6.07,1.93,0.0,10.14,Dolomite,9,1,1,24903,46891,11252,66444.0
W0059,Marcellus,Development,Completion,0,0,0,6.94,5.77,0.0,9.03,Sandstone,7,1,5,39282,10061,23020,53884.09
W0059,Marcellus,Development,Cementing,0,0,0,9.67,4.43,0.0,14.34,Shale,8,1,8,28464,49573,26248,92543.6
W0059,Marcellus,Development,Rig Move,0,0,0,12.54,3.42,0.0,14.74,Shale,4,1,4,30037,21594,28390,69958.6
W0059,Marcellus,Development,Rig Move,0,0,0,9.62,0.77,0.0,9.81,Dolomite,6,0,7,47112,9682,25028,55105.57
W0059,Marcellus,Development,Completion,0,0,0,12.27,0.31,0.0,12.58,Sandstone,6,0,6,31556,33096,7672,57308.6
W0059,Marcellus,Development,Rig Move,0,0,0,6.87,0.39,0.0,13.21,Shale,4,0,9,39110,36497,16991,65318.78
W0059,Marcellus,Development,Cementing,0,0,0,5.77,0.05,0.0,10.69,Sandstone,4,0,7,31516,6615,19137,33394.63
W0059,Marcellus,Development,Completion,0,0,0,18.73,0.0,0.0,9.47,Sandstone,9,0,1,24717,25870,26533,71692.56
W0059,Marcellus,Development,Logging,0,0,0,7.96,0.26,0.0,8.83,Limestone,6,0,1,30378,23780,14150,48334.47
W0059,Marcellus,Development,Cementing,0,0,0,7.61,0.77,0.0,12.93,Dolomite,9,0,2,30835,5813,15806,32385.55
W0059,Marcellus,Development,Tripping,0,0,0,13.96,7.27,0.0,12.21,Dolomite,3,1,4,26647,31375,26119,81065.49
W0059,Marcellus,Development,Logging,0,0,0,8.98,0.0,0.0,15.31,Limestone,9,0,1,29301,15486,7961,34410.46
W0059,Marcellus,Development,Cementing,0,0,0,20.0,7.37,0.0,8.58,Sandstone,3,1,9,30040,33092,8750,76100.12
W0059,Marcellus,Development,Completion,0,0,0,12.22,0.56,0.0,15.26,Sandstone,4,0,8,33049,23924,26919,68441.59
W0059,Marcellus,Development,Completion,0,0,0,19.1,0.5,0.0,13.27,Limestone,3,0,6,36996,16560,22798,69571.4
W0060,Bakken,Exploration,Casing,0,0,0,9.15,0.57,0.0,9.88,Dolomite,8,0,5,25250,31083,2187,43496.25
W0060,Bakken,Exploration,Rig Move,0,0,0,13.44,8.18,0.0,10.32,Limestone,2,1,8,49535,4256,24196,73074.78
W0060,Bakken,Exploration,Completion,0,0,0,11.78,0.0,0.0,9.31,Shale,5,0,4,33688,11250,2197,29982.19
W0060,Bakken,Exploration,Rig Move,0,0,0,6.51,0.57,0.0,13.56,Limestone,3,0,1,28950,39374,7425,55339.25
W0060,Bakken,Exploration,Drilling,0,1078,1078,30.57,0.46,42.19,9.14,Shale,7,0,8,28457,5142,13750,55684.53
W0060,Bakken,Exploration,Casing,1078,1078,0,19.52,0.25,0.0,10.61,Sandstone,3,0,8,20715,44953,12700,74716.98
W0060,Bakken,Exploration,Cementing,1078,1078,0,12.18,0.17,0.0,9.94,Dolomite,6,0,6,31052,46854,19869,82701.84
W0060,Bakken,Exploration,Completion,1078,1078,0,11.21,2.51,0.0,11.52,Limestone,7,1,2,43791,17219,20111,62363.85
W0060,Bakken,Exploration,Setup,1078,1078,0,19.91,1.5,0.0,8.96,Sandstone,9,0,8,35844,38893,24925,95793.83
W0060,Bakken,Exploration,Cementing,1078,1078,0,13.76,0.0,0.0,9.03,Sandstone,9,0,1,24145,6852,20620,41315.13
W0060,Bakken,Exploration,Tripping,1078,1078,0,5.86,0.38,0.0,10.41,Limestone,6,0,2,29360,12523,4904,25060.6
W0060,Bakken,Exploration,Cementing,1078,1078,0,7.9,5.67,0.0,15.43,Sandstone,3,1,9,28974,40180,23915,80477.38
W0060,Bakken,Exploration,Casing,1078,1078,0,19.57,0.93,0.0,11.55,Dolomite,5,0,5,31706,48491,14867,90440.21
W0060,Bakken,Exploration,Completion,1078,1078,0,9.29,3.82,0.0,13.95,Sandstone,4,1,5,40413,34147,4422,60644.6
W0060,Bakken,Exploration,Rig Move,1078,1078,0,8.72,8.03,0.0,11.39,Sandstone,4,1,4,25918,44357,13033,75478.6
W0060,Bakken,Exploration,Casing,1078,1078,0,7.26,0.26,0.0,12.59,Sandstone,7,0,2,31101,4469,24086,38299.98
W0060,Bakken,Exploration,Tripping,1078,1078,0,13.02,0.0,0.0,13.66,Sandstone,4,0,1,25914,4761,25753,44572.35
W0060,Bakken,Exploration,Casing,1078,1078,0,15.66,0.81,0.0,12.65,Sandstone,3,0,8,27366,13423,13937,46139.92
W0060,Bakken,Exploration,Tripping,1078,1078,0,9.6,2.63,0.0,14.61,Shale,4,1,6,47822,8260,26061,58690.29
W0060,Bakken,Exploration,Setup,1078,1078,0,19.87,1.04,0.0,11.31,Shale,4,0,9,24464,26516,24877,72707.26
W0060,Bakken,Exploration,Casing,1078,1078,0,10.82,0.0,0.0,12.47,Shale,7,0,4,47568,41630,18945,82020.24
W0060,Bakken,Exploration,Completion,1078,1078,0,6.15,0.0,0.0,11.08,Dolomite,3,0,1,23823,14936,24736,45776.64
W0060,Bakken,Exploration,Drilling,1078,1909,831,21.13,0.99,45.09,12.77,Dolomite,4,0,7,26029,48445,17644,90079.06
W0060,Bakken,Exploration,Logging,1909,1909,0,8.19,1.12,0.0,12.68,Limestone,2,0,5,35123,6191,4593,24408.8
W0060,Bakken,Exploration,Rig Move,1909,1909,0,18.55,1.02,0.0,14.82,Sandstone,8,0,5,22238,8639,22682,49454.24
W0061,Eagle Ford,Development,Completion,0,0,0,8.26,1.46,0.0,10.78,Shale,2,1,1,24309,49227,29635,88707.15
W0061,Eagle Ford,Development,Drilling,0,270,270,10.8,2.88,52.32,13.51,Dolomite,4,1,9,24997,49649,18489,82386.29
W0061,Eagle Ford,Development,Rig Move,270,270,0,14.69,6.89,0.0,11.21,Dolomite,2,1,6,22051,6050,5158,31035.52
W0061,Eagle Ford,Development,Logging,270,270,0,19.35,0.48,0.0,15.4,Shale,2,0,3,46077,41626,25018,104715.12
W0061,Eagle Ford,Development,Completion,270,270,0,8.41,0.58,0.0,15.26,Shale,8,0,5,28416,35546,16152,62342.16
W0061,Eagle Ford,Development,Tripping,270,270,0,12.29,0.49,0.0,14.07,Sandstone,3,0,8,36102,32487,26980,78691.32
W0061,Eagle Ford,Development,Logging,270,270,0,13.95,6.62,0.0,10.06,Sandstone,5,1,9,29724,48400,13262,87137.94
W0061,Eagle Ford,Development,Setup,270,270,0,19.51,1.08,0.0,12.8,Shale,8,0,6,46658,46078,7471,93577.68
W0061,Eagle Ford,Development,Drilling,270,1328,1058,32.88,0.59,39.32,14.0,Limestone,7,0,9,29920,30942,18755,91422.93
W0061,Eagle Ford,Development,Drilling,1328,1479,151,7.92,1.29,27.99,15.1,Dolomite,9,0,9,49399,9059,8365,36380.87
W0061,Eagle Ford,Development,Logging,1479,1479,0,4.11,0.0,0.0,9.41,Shale,2,0,5,42550,25922,5094,38302.69
W0061,Eagle Ford,Development,Cementing,1479,1479,0,7.68,0.92,0.0,11.71,Sandstone,2,0,4,42755,38285,26450,80055.54
W0061,Eagle Ford,Development,Casing,1479,1479,0,10.11,0.97,0.0,11.88,Dolomite,8,0,5,27973,29924,28664,71502.2
W0061,Eagle Ford,Development,Casing,1479,1479,0,12.89,0.0,0.0,12.55,Shale,5,0,2,49592,39321,17242,83198.04
W0061,Eagle Ford,Development,Casing,1479,1479,0,18.02,0.0,0.0,12.35,Dolomite,9,0,4,38752,8857,6679,44632.29
W0061,Eagle Ford,Development,Completion,1479,1479,0,12.6,0.0,0.0,13.56,Sandstone,7,0,5,26297,8297,4775,26877.93
W0061,Eagle Ford,Development,Setup,1479,1479,0,9.18,1.28,0.0,13.32,Sandstone,4,0,9,25056,44822,1115,56857.24
W0061,Eagle Ford,Development,Rig Move,1479,1479,0,9.3,0.82,0.0,14.59,Sandstone,6,0,2,35811,12919,3796,31815.31
W0061,Eagle Ford,Development,Drilling,1479,1683,204,9.81,1.18,41.23,9.91,Sandstone,4,0,6,48529,47247,16629,86098.24
W0061,Eagle Ford,Development,Logging,1683,1683,0,14.38,0.23,0.0,12.79,Sandstone,6,0,4,49395,46133,8327,84529.21
W0061,Eagle Ford,Development,Rig Move,1683,1683,0,14.91,0.0,0.0,13.19,Shale,7,0,5,26279,49627,26285,92237.83
W0061,Eagle Ford,Development,Logging,1683,1683,0,10.74,0.07,0.0,14.16,Limestone,2,0,1,47152,19799,25170,66207.05
W0061,Eagle Ford,Development,Casing,1683,1683,0,12.7,5.62,0.0,14.63,Limestone,5,1,4,47106,35940,25636,97533.58
W0061,Eagle Ford,Development,Setup,1683,1683,0,13.23,0.49,0.0,9.15,Limestone,8,0,7,33267,28189,26826,74032.63
W0061,Eagle Ford,Development,Drilling,1683,2638,955,20.14,5.54,56.63,13.09,Shale,3,1,8,25779,20601,10066,58250.53
W0062,Marcellus,Exploration,Cementing,0,0,0,9.62,0.5,0.0,14.63,Limestone,2,0,4,29525,30700,24684,67833.71
W0062,Marcellus,Exploration,Logging,0,0,0,13.51,3.83,0.0,8.57,Shale,4,1,3,33024,26112,21920,71891.84
W0062,Marcellus,Exploration,Logging,0,0,0,7.78,0.68,0.0,10.34,Dolomite,6,0,7,47853,22557,18458,57883.18
W0062,Marcellus,Exploration,Drilling,0,373,373,14.18,0.94,33.24,9.3,Dolomite,7,0,3,23723,16519,21848,53312.49
W0062,Marcellus,Exploration,Rig Move,373,373,0,4.58,0.17,0.0,9.14,Limestone,6,0,7,37810,19145,28916,55544.23
W0062,Marcellus,Exploration,Cementing,373,373,0,12.26,0.69,0.0,14.14,Shale,9,0,7,34787,42076,26313,87159.49
W0062,Marcellus,Exploration,Setup,373,373,0,17.54,0.0,0.0,13.11,Shale,9,0,1,47302,7243,10922,52734.88
W0062,Marcellus,Exploration,Tripping,373,373,0,4.68,0.0,0.0,14.15,Dolomite,2,0,1,30558,37161,10689,53808.81
W0062,Marcellus,Exploration,Cementing,373,373,0,5.81,0.33,0.0,13.72,Shale,4,0,1,35180,1002,18718,28720.22
W0062,Marcellus,Exploration,Rig Move,373,373,0,18.03,0.47,0.0,11.03,Shale,5,0,7,37498,24876,18481,72261.71
W0062,Marcellus,Exploration,Casing,373,373,0,12.13,6.87,0.0,11.62,Dolomite,3,1,1,37103,10260,25106,64739.21
W0062,Marcellus,Exploration,Tripping,373,373,0,13.78,0.27,0.0,11.48,Shale,3,0,2,44512,45594,6866,78518.07
W0062,Marcellus,Exploration,Tripping,373,373,0,8.43,0.48,0.0,10.77,Sandstone,9,0,6,46888,8913,23638,49958.17
W0062,Marcellus,Exploration,Cementing,373,373,0,9.63,0.65,0.0,13.37,Dolomite,8,0,2,37035,49555,15790,81208.33
W0062,Marcellus,Exploration,Completion,373,373,0,6.73,13.24,0.0,11.24,Shale,3,2,6,47570,23873,10992,74447.2
W0062,Marcellus,Exploration,Casing,373,373,0,14.36,0.12,0.0,11.65,Shale,7,0,4,22769,46890,26718,87345.3
W0062,Marcellus,Exploration,Completion,373,373,0,4.22,0.0,0.0,12.9,Dolomite,5,0,7,30950,47018,29991,82451.04
W0062,Marcellus,Exploration,Rig Move,373,373,0,19.25,0.62,0.0,13.17,Dolomite,4,0,6,33335,22059,20449,70106.6
W0062,Marcellus,Exploration,Rig Move,373,373,0,15.29,0.52,0.0,12.58,Dolomite,6,0,9,31938,46966,17053,85058.16
W0062,Marcellus,Exploration,Tripping,373,373,0,17.63,1.48,0.0,10.9,Dolomite,6,0,7,47381,44755,23712,106194.12
W0062,Marcellus,Exploration,Casing,373,373,0,16.66,0.25,0.0,11.62,Sandstone,7,0,5,26209,44286,28486,91238.42
W0062,Marcellus,Exploration,Completion,373,373,0,14.07,5.87,0.0,15.01,Sandstone,3,2,8,30800,37842,28139,91570.67
W0062,Marcellus,Exploration,Casing,373,373,0,17.45,0.93,0.0,10.09,Sandstone,3,0,6,46279,24887,21201,81530.0
W0062,Marcellus,Exploration,Logging,373,373,0,4.39,0.62,0.0,15.11,Shale,8,0,8,45808,41109,5590,56261.42
W0062,Marcellus,Exploration,Logging,373,373,0,8.28,0.76,0.0,11.14,Shale,9,0,3,47265,14095,29337,61235.15
W0063,Permian,Exploration,Completion,0,0,0,15.61,1.36,0.0,10.21,Shale,8,0,8,45204,18779,29994,80735.99
W0063,Permian,Exploration,Casing,0,0,0,11.46,1.49,0.0,10.19,Sandstone,4,0,8,33640,16255,20637,55043.58
W0063,Permian,Exploration,Rig Move,0,0,0,18.31,13.58,0.0,11.41,Dolomite,8,3,8,41951,47811,21676,125229.39
W0063,Permian,Exploration,Completion,0,0,0,17.13,0.57,0.0,11.09,Shale,5,0,6,28746,17185,17175,55560.18
W0063,Permian,Exploration,Casing,0,0,0,16.05,0.84,0.0,12.58,Shale,9,0,7,27200,12696,26643,58481.0
W0063,Permian,Exploration,Casing,0,0,0,17.52,0.87,0.0,13.56,Limestone,7,0,7,47359,26093,25014,87395.83
W0063,Permian,Exploration,Logging,0,0,0,19.89,0.55,0.0,14.35,Shale,9,0,8,24350,3313,23971,48022.08
W0063,Permian,Exploration,Tripping,0,0,0,4.9,0.49,0.0,9.24,Shale,9,0,5,44950,12805,4566,27466.02
W0063,Permian,Exploration,Setup,0,0,0,10.99,6.01,0.0,13.71,Limestone,9,1,2,33895,38066,7798,69872.96
W0063,Permian,Exploration,Tripping,0,0,0,13.07,0.2,0.0,10.99,Limestone,7,0,1,40707,49710,8852,81069.58
W0063,Permian,Exploration,Tripping,0,0,0,5.73,0.59,0.0,8.56,Shale,5,0,6,45619,35639,12714,60366.0
W0063,Permian,Exploration,Rig Move,0,0,0,11.91,0.18,0.0,8.72,Limestone,2,0,4,34909,49624,20011,87220.41
W0063,Permian,Exploration,Tripping,0,0,0,18.8,1.55,0.0,15.44,Dolomite,4,0,8,34428,12841,14827,56860.07
W0063,Permian,Exploration,Casing,0,0,0,10.15,6.63,0.0,11.97,Shale,8,1,2,29620,12549,13736,46994.32
W0063,Permian,Exploration,Setup,0,0,0,17.74,0.0,0.0,10.47,Shale,2,0,4,29093,14387,27087,62978.58
W0063,Permian,Exploration,Drilling,0,701,701,17.72,0.56,46.56,15.2,Dolomite,5,0,4,32170,15221,10841,50564.82
W0063,Permian,Exploration,Setup,701,701,0,11.7,0.0,0.0,14.05,Shale,8,0,5,37095,3028,8282,29393.81
W0063,Permian,Exploration,Casing,701,701,0,16.68,0.1,0.0,13.04,Dolomite,2,0,2,24093,18927,8905,44677.02
W0063,Permian,Exploration,Rig Move,701,701,0,18.55,0.75,0.0,13.71,Limestone,8,0,6,28189,40191,23629,86488.65
W0063,Permian,Exploration,Logging,701,701,0,13.99,8.17,0.0,12.37,Shale,5,1,7,46984,6000,19636,69017.89
W0063,Permian,Exploration,Casing,701,701,0,8.24,5.42,0.0,11.93,Dolomite,8,1,3,36307,48492,7592,76748.73
W0063,Permian,Exploration,Casing,701,701,0,5.29,0.14,0.0,14.95,Shale,7,0,8,32254,28991,24565,60853.47
W0063,Permian,Exploration,Casing,701,701,0,15.81,0.0,0.0,13.54,Shale,3,0,3,29806,8431,23969,52034.7
W0063,Permian,Exploration,Completion,701,701,0,9.02,8.97,0.0,14.62,Dolomite,6,1,9,37128,27399,19195,74424.53
W0063,Permian,Exploration,Tripping,701,701,0,16.12,0.61,0.0,14.06,Limestone,7,0,2,46467,47833,7468,87692.37
W0064,Bakken,Development,Rig Move,0,0,0,9.14,0.0,0.0,11.49,Sandstone,9,0,3,45807,37010,29424,83878.83
W0064,Bakken,Development,Casing,0,0,0,19.57,1.95,0.0,11.02,Dolomite,4,1,3,45557,43134,23473,107456.44
W0064,Bakken,Development,Completion,0,0,0,7.15,4.96,0.0,8.57,Limestone,6,1,2,39545,29687,11620,61260.75
W0064,Bakken,Development,Drilling,0,173,173,6.8,5.37,62.89,13.67,Shale,2,1,2,28570,1210,2178,17875.37
W0064,Bakken,Development,Rig Move,173,173,0,18.53,0.93,0.0,11.4,Limestone,3,0,9,41250,40472,14276,88194.88
W0064,Bakken,Development,Logging,173,173,0,7.24,0.07,0.0,14.41,Dolomite,9,0,5,47631,31413,29398,75318.61
W0064,Bakken,Development,Drilling,173,865,692,26.08,4.41,34.42,12.96,Sandstone,7,1,2,45493,34715,18431,110941.07
W0064,Bakken,Development,Cementing,865,865,0,15.92,1.08,0.0,12.4,Shale,5,0,9,33519,48553,5544,77839.62
W0064,Bakken,Development,Rig Move,865,865,0,18.13,0.0,0.0,14.69,Shale,5,0,4,28267,43864,13143,78360.36
W0064,Bakken,Development,Tripping,865,865,0,12.97,0.52,0.0,10.45,Shale,3,0,2,30945,17458,19156,54007.67
W0064,Bakken,Development,Completion,865,865,0,19.8,1.41,0.0,14.16,Sandstone,6,0,5,40256,2713,21230,59519.24
W0064,Bakken,Development,Setup,865,865,0,13.86,1.7,0.0,12.55,Dolomite,5,0,9,48646,31616,16366,79520.82
W0064,Bakken,Development,Cementing,865,865,0,11.35,0.0,0.0,9.86,Dolomite,8,0,8,29786,9760,23592,47438.3
W0064,Bakken,Development,Tripping,865,865,0,4.54,0.0,0.0,14.3,Dolomite,3,0,1,38560,21195,13446,41935.27
W0064,Bakken,Development,Drilling,865,1760,895,36.04,0.34,27.03,14.7,Dolomite,9,0,4,29064,31684,1322,77062.18
W0064,Bakken,Development,Completion,1760,1760,0,16.01,0.47,0.0,9.52,Dolomite,2,0,8,22481,46710,18580,80726.95
W0064,Bakken,Development,Casing,1760,1760,0,6.54,0.68,0.0,10.31,Limestone,9,0,2,23785,19456,17591,44202.32
W0064,Bakken,Development,Logging,1760,1760,0,9.48,24.48,0.0,10.49,Shale,2,3,8,26423,9271,16460,63119.54
W0064,Bakken,Development,Setup,1760,1760,0,12.86,0.0,0.0,8.84,Shale,6,0,2,47159,26168,3919,55356.36
W0064,Bakken,Development,Cementing,1760,1760,0,9.34,0.1,0.0,14.75,Shale,8,0,5,40270,21651,21032,58522.53
W0064,Bakken,Development,Cementing,1760,1760,0,6.12,0.38,0.0,10.46,Dolomite,7,0,9,26583,13890,4650,25739.56
W0064,Bakken,Development,Completion,1760,1760,0,14.12,8.65,0.0,9.16,Sandstone,4,2,7,21567,18074,5104,43639.69
W0064,Bakken,Development,Completion,1760,1760,0,17.72,1.05,0.0,14.96,Limestone,8,0,9,22520,25099,7049,49760.52
W0064,Bakken,Development,Casing,1760,1760,0,11.08,2.67,0.0,14.14,Limestone,7,1,4,48640,17605,21816,67287.67
W0064,Bakken,Development,Setup,1760,1760,0,15.17,4.73,0.0,13.01,Sandstone,9,1,4,21341,13433,7200,38328.25
W0065,Permian,Development,Setup,0,0,0,15.26,0.0,0.0,14.88,Dolomite,3,0,6,20106,36796,23977,73557.07
W0065,Permian,Development,Tripping,0,0,0,8.22,3.11,0.0,13.16,Dolomite,2,1,5,37146,16569,11618,45723.01
W0065,Permian,Development,Casing,0,0,0,16.28,0.55,0.0,15.05,Shale,9,0,6,39319,10808,19041,57421.45
W0065,Permian,Development,Setup,0,0,0,4.51,0.56,0.0,14.37,Dolomite,4,0,9,20596,29322,14062,47734.9
W0065,Permian,Development,Rig Move,0,0,0,17.65,3.42,0.0,14.21,Sandstone,7,1,5,30285,34167,12787,73541.71
W0065,Permian,Development,Logging,0,0,0,18.14,7.87,0.0,15.49,Sandstone,4,1,8,22799,22184,19599,66491.42
W0065,Permian,Development,Setup,0,0,0,18.85,4.8,0.0,13.91,Limestone,6,1,5,25124,31447,25243,81447.61
W0065,Permian,Development,Tripping,0,0,0,14.13,15.66,0.0,8.8,Limestone,2,3,6,38833,15253,18751,82205.46
W0065,Permian,Development,Rig Move,0,0,0,8.82,0.85,0.0,15.12,Limestone,4,0,6,22421,48252,16422,73707.79
W0065,Permian,Development,Cementing,0,0,0,7.39,0.44,0.0,14.89,Sandstone,9,0,3,26537,10816,9196,28669.7
W0065,Permian,Development,Casing,0,0,0,16.67,16.57,0.0,12.38,Sandstone,4,2,4,41334,44120,5426,106793.59
W0065,Permian,Development,Cementing,0,0,0,4.35,0.16,0.0,14.19,Limestone,6,0,5,21131,2632,13271,19873.87
W0065,Permian,Development,Casing,0,0,0,17.43,0.61,0.0,15.49,Dolomite,7,0,7,35340,26322,21194,74079.9
W0065,Permian,Development,Rig Move,0,0,0,14.65,0.53,0.0,15.36,Limestone,8,0,4,41879,48028,29554,104070.47
W0065,Permian,Development,Drilling,0,260,260,11.73,0.84,34.75,13.94,Shale,9,0,3,34545,49546,9031,76669.94
W0065,Permian,Development,Drilling,260,870,610,16.35,0.55,52.15,14.99,Shale,4,0,5,43656,7324,14075,52140.1
W0065,Permian,Development,Completion,870,870,0,14.47,3.3,0.0,13.55,Limestone,6,1,7,38295,26618,18177,73149.26
W0065,Permian,Development,Completion,870,870,0,7.67,10.65,0.0,8.58,Shale,8,2,4,36778,37068,29306,94447.87
W0065,Permian,Development,Drilling,870,1451,581,20.52,0.69,32.78,12.78,Dolomite,7,0,4,44522,25635,5177,70158.32
W0065,Permian,Development,Casing,1451,1451,0,6.98,7.37,0.0,9.99,Shale,2,1,9,24757,35912,20382,71096.62
W0065,Permian,Development,Logging,1451,1451,0,14.32,6.87,0.0,14.67,Dolomite,2,1,8,45148,8042,10199,58102.92
W0065,Permian,Development,Cementing,1451,1451,0,15.54,0.3,0.0,14.75,Dolomite,2,0,7,22262,15004,10931,40627.92
W0065,Permian,Development,Completion,1451,1451,0,10.98,0.0,0.0,15.45,Dolomite,7,0,4,37949,3078,4232,24671.67
W0065,Permian,Development,Drilling,1451,2153,702,20.55,0.28,45.01,8.89,Dolomite,4,0,4,39380,32613,14997,81788.56
W0065,Permian,Development,Logging,2153,2153,0,11.36,0.63,0.0,9.12,Dolomite,9,0,2,29519,23574,18118,56439.2
W0066,North Sea,Appraisal,Tripping,0,0,0,17.83,1.6,0.0,11.26,Shale,7,0,9,23828,23918,21896,65104.75
W0066,North Sea,Appraisal,Completion,0,0,0,16.25,0.4,0.0,9.93,Limestone,8,0,3,34493,5163,23234,52326.52
W0066,North Sea,Appraisal,Logging,0,0,0,17.33,0.46,0.0,13.1,Limestone,8,0,3,41020,34360,29170,93936.07
W0066,North Sea,Appraisal,Casing,0,0,0,4.43,0.68,0.0,9.76,Limestone,2,0,1,32550,26986,19721,53637.44
W0066,North Sea,Appraisal,Logging,0,0,0,14.55,0.07,0.0,8.74,Dolomite,6,0,3,47509,48503,22504,99947.9
W0066,North Sea,Appraisal,Drilling,0,364,364,9.33,1.03,48.45,15.15,Sandstone,6,0,8,41686,21952,4248,44194.46
W0066,North Sea,Appraisal,Tripping,364,364,0,6.19,0.33,0.0,12.03,Limestone,4,0,7,28111,14431,3509,25576.82
W0066,North Sea,Appraisal,Logging,364,364,0,12.12,0.3,0.0,14.23,Dolomite,4,0,6,43606,31363,28217,82146.1
W0066,North Sea,Appraisal,Drilling,364,622,258,10.47,15.68,50.87,14.71,Limestone,5,2,5,28229,3930,8995,43682.85
W0066,North Sea,Appraisal,Rig Move,622,622,0,12.56,1.43,0.0,9.03,Dolomite,2,0,4,40253,11023,27259,61746.14
W0066,North Sea,Appraisal,Completion,622,622,0,8.44,0.58,0.0,14.32,Dolomite,5,0,7,25749,1012,9683,20372.33
W0066,North Sea,Appraisal,Rig Move,622,622,0,18.69,0.36,0.0,14.21,Limestone,4,0,7,45334,31490,20962,88435.86
W0066,North Sea,Appraisal,Casing,622,622,0,12.93,12.77,0.0,11.4,Limestone,2,2,1,32466,48960,25471,109196.67
W0066,North Sea,Appraisal,Cementing,622,622,0,17.15,1.17,0.0,8.98,Shale,8,0,5,21300,34166,19611,70036.0
W0066,North Sea,Appraisal,Cementing,622,622,0,4.09,0.37,0.0,10.37,Limestone,6,0,3,41966,40887,27865,76550.68
W0066,North Sea,Appraisal,Logging,622,622,0,11.22,0.0,0.0,8.81,Shale,6,0,1,27907,26533,7114,46693.52
W0066,North Sea,Appraisal,Tripping,622,622,0,16.25,7.82,0.0,14.76,Dolomite,6,1,6,31401,19395,13784,64671.59
W0066,North Sea,Appraisal,Tripping,622,622,0,18.31,4.95,0.0,8.85,Limestone,8,1,6,28088,17073,29881,74175.95
W0066,North Sea,Appraisal,Tripping,622,622,0,13.85,0.13,0.0,11.58,Dolomite,2,0,4,32441,39071,7078,65045.88
W0066,North Sea,Appraisal,Setup,622,622,0,15.9,0.0,0.0,12.8,Limestone,5,0,2,32965,42867,18635,83341.31
W0066,North Sea,Appraisal,Setup,622,622,0,7.81,1.3,0.0,9.56,Limestone,3,0,8,27266,49906,5405,65660.72
W0066,North Sea,Appraisal,Setup,622,622,0,12.68,0.09,0.0,12.54,Dolomite,6,0,4,37366,46835,12745,79461.83
W0066,North Sea,Appraisal,Setup,622,622,0,5.59,6.51,0.0,9.09,Sandstone,5,1,1,40950,16672,23174,60491.62
W0066,North Sea,Appraisal,Rig Move,622,622,0,12.99,1.59,0.0,11.0,Dolomite,8,0,8,36888,23418,28462,74289.46
W0066,North Sea,Appraisal,Cementing,622,622,0,17.99,0.0,0.0,12.71,Limestone,3,0,4,45379,44110,2167,80292.34
W0067,North Sea,Development,Tripping,0,0,0,9.57,0.18,0.0,13.0,Shale,3,0,1,29207,6048,1313,19226.34
W0067,North Sea,Development,Cementing,0,0,0,10.45,1.44,0.0,10.24,Shale,4,0,5,32212,34280,23506,73744.36
W0067,North Sea,Development,Logging,0,0,0,16.33,1.09,0.0,11.79,Limestone,7,0,5,20675,6146,1123,22275.6
W0067,North Sea,Development,Logging,0,0,0,8.78,1.03,0.0,14.81,Limestone,8,0,5,33730,21760,3761,39308.14
W0067,North Sea,Development,Rig Move,0,0,0,16.47,0.64,0.0,9.75,Limestone,2,0,5,25243,45905,3643,67544.16
W0067,North Sea,Development,Drilling,0,585,585,20.8,0.16,37.18,10.76,Shale,8,0,1,36702,35570,4117,71740.08
W0067,North Sea,Development,Completion,585,585,0,9.13,0.43,0.0,9.43,Dolomite,7,0,1,31067,1431,7813,21619.02
W0067,North Sea,Development,Rig Move,585,585,0,15.67,0.64,0.0,13.69,Dolomite,6,0,9,41706,40146,12698,81186.7
W0067,North Sea,Development,Tripping,585,585,0,15.99,3.58,0.0,12.74,Shale,7,1,6,32967,11809,26895,65585.84
W0067,North Sea,Development,Rig Move,585,585,0,17.78,8.54,0.0,14.44,Shale,5,1,7,23112,17860,26746,69952.16
W0067,North Sea,Development,Cementing,585,585,0,9.55,0.0,0.0,14.5,Sandstone,9,0,1,24405,46416,9808,65935.16
W0067,North Sea,Development,Drilling,585,1348,763,22.43,0.0,37.09,11.59,Dolomite,8,0,1,44201,32649,13526,87484.52
W0067,North Sea,Development,Setup,1348,1348,0,10.97,7.5,0.0,10.93,Sandstone,3,1,3,29018,43352,13804,79487.77
W0067,North Sea,Development,Completion,1348,1348,0,17.05,6.08,0.0,13.12,Shale,8,1,1,47039,33969,14520,93822.84
